475,74
625,72
650,72
675,72
725,76
750,78
825,85
875,88
925,91
950,93
1000,101
1140,119
1150,120
1175,124
1200,130
1225,135
1250,141
1275,147
1300,156
1325,164
1350,171
1540,207
1550,209
1575,214
1600,222
1625,229
1675,239
1700,243
1725,249
1750,259
1775,268
1800,275
1825,287
1850,314
1875,336
1900,353
1925,367
1950,377
1975,385
2000,404
2025,443
2040,457
2050,467
2075,485
2100,497
2125,507
2150,514
2175,536
2200,590
2225,620
2250,637
2275,647
2300,654
2325,694
2350,748
2385,774
2400,779
2425,785
2450,786
2475,810
2500,881
2525,901
2550,908
2575,914
2600,915
2625,917
2650,958
2675,1015
2700,1024
2725,1026
2750,1101
2775,1144
2800,1155
2825,1190
2860,1073
2875,1061
2900,1053
2925,1047
2950,994
2975,940
3000,926
3025,919
3050,887
3075,782
3100,744
3125,724
3150,714
3175,708
3210,703
3250,672
3275,604
3300,566
3325,542
3350,525
3375,512
3400,503
3425,496
3450,470
3475,449
3500,433
3525,421
3550,412
3575,401
3600,390
3625,380
3650,372
3700,359
3725,355
3750,350
3775,339
3800,320
3825,304
3850,290
3875,278
3900,268
3925,259
3950,251
4000,238
