Time(s)	Photodiode_Current(A)	Fit_Temperature(C)	Sputter_Gun_Temperature(C)
0.018494606018066406	9.587354171734612e-17	119.72662705273277	27.75
0.1385180950164795	9.587354171734612e-17	119.72662705273277	27.75
0.23653030395507812	1.4604452629879416e-13	119.73056436435542	27.75
0.4159669876098633	1.6464107366939013e-13	119.73106605039855	24.0
0.5397913455963135	1.6464107366939013e-13	119.73106605039855	24.0
0.6370971202850342	1.916397677484069e-13	119.73179440430923	24.0
0.8167579174041748	2.227388466811281e-13	119.73263337584218	24.25
1.0118463039398193	2.227388466811281e-13	119.73263337584218	24.5
1.2144074440002441	1.8171250094900504e-13	119.73152659270418	24.5
1.4237358570098877	2.0365745765152377e-13	119.7321186100435	24.75
1.54325270652771	2.0365745765152377e-13	119.7321186100435	24.75
1.6450886726379395	1.9780559839827766e-13	119.73196074223851	24.75
1.8253870010375977	1.7755267471119413e-13	119.73141437150936	23.75
1.9693870544433594	1.7755267471119413e-13	119.73141437150936	23.75
2.047833204269409	2.1678199600000392e-13	119.732472675644	23.75
2.2249813079833984	2.2908004703239837e-13	119.73280444478577	24.0
2.4154202938079834	1.678316502700533e-13	119.73115212378187	24.0
2.4486124515533447	1.678316502700533e-13	119.73115212378187	24.0
2.624121904373169	1.868025184406999e-13	119.73166390801782	23.75
2.8157286643981934	2.0174439647070025e-13	119.7320670006735	23.75
2.9276626110076904	2.0174439647070025e-13	119.7320670006735	24.5
3.0546576976776123	1.7850301857295914e-13	119.73144000929267	24.5
3.2173101902008057	1.2806861690931037e-13	119.7300794214962	24.5
3.4089887142181396	1.2806861690931037e-13	119.7300794214962	25.75
3.6152796745300293	1.3859460725341305e-13	119.7303633850912	24.5
3.824795961380005	1.723785231309144e-13	119.7312747864788	24.5
3.885913848876953	1.723785231309144e-13	119.7312747864788	24.5
4.016557693481445	2.0383308485093926e-13	119.73212334800442	24.5
4.223662376403809	1.773161017971578e-13	119.731407989393	24.75
4.368560791015625	1.773161017971578e-13	119.731407989393	24.25
4.458977222442627	1.8008667202872725e-13	119.73148273210674	24.25
4.625821828842163	2.198618213487477e-13	119.7325557612492	24.25
4.816831588745117	1.9768019686450256e-13	119.73195735923424	24.5
4.8608314990997314	1.9768019686450256e-13	119.73195735923424	24.5
5.023417949676514	1.505311310713922e-13	119.7306854011775	24.5
5.215703725814819	1.8381978339650218e-13	119.73158344165425	25.25
5.326872825622559	1.8381978339650218e-13	119.73158344165425	25.25
5.423971652984619	1.6292980961792047e-13	119.7310198849855	25.25
5.615957260131836	1.9620944951247166e-13	119.73191768233052	25.75
5.808655261993408	1.9620944951247166e-13	119.73191768233052	25.5
6.0193867683410645	2.2256897930575392e-13	119.7326287932662	24.75
6.225005626678467	1.0191172450206565e-13	119.7293737771854	24.5
6.288076639175415	1.0191172450206565e-13	119.7293737771854	24.5
