Time(s)	Photodiode_Current(A)	Fit_Temperature(C)	Sputter_Gun_Temperature(C)
0.02525639533996582	9.587354171734612e-17	119.72662705273277	169.25
0.2101302146911621	2.9878915314141e-11	120.52685894514588	157.0
0.39096522331237793	2.9878915314141e-11	120.52685894514588	157.0
0.49390482902526855	2.986295238871506e-11	120.52643301261296	157.0
0.6146624088287354	2.985794597676339e-11	120.52629942846929	164.0
0.8002650737762451	2.985794597676339e-11	120.52629942846929	164.0
1.0179328918457031	2.986780267555389e-11	120.52656243093094	166.25
1.2280423641204834	2.988233618883562e-11	120.52695022301535	156.0
1.4060826301574707	2.988233618883562e-11	120.52695022301535	156.0
1.6257717609405518	2.986318137221389e-11	120.52643912249063	170.0
1.8017308712005615	2.986318137221389e-11	120.52643912249063	170.0
2.027460813522339	2.984422431406841e-11	120.52593329867845	176.0
2.219299793243408	2.984422431406841e-11	120.52593329867845	176.0
2.4263851642608643	2.985823047141345e-11	120.52630701952943	143.25
2.6175856590270996	2.985513572473231e-11	120.52622444360695	168.25
2.7176406383514404	2.985513572473231e-11	120.52622444360695	168.25
2.8270819187164307	2.994219802654463e-11	120.52854749315725	168.25
3.0191304683685303	2.9902177955953846e-11	120.52747965317307	129.75
3.1751835346221924	2.9902177955953846e-11	120.52747965317307	123.5
3.3223140239715576	2.985949335010396e-11	120.52634071643054	123.5
3.4214675426483154	2.9851152799631464e-11	120.526118168765	123.5
3.625910758972168	2.9849251542701793e-11	120.52606743826554	165.5
3.7232604026794434	2.9849251542701793e-11	120.52606743826554	165.5
3.8259334564208984	2.987258010400673e-11	120.52668990519692	165.5
4.0258777141571045	2.987853020552933e-11	120.52684866944251	122.25
4.14002251625061	2.987853020552933e-11	120.52684866944251	122.25
4.237159729003906	2.985933375554417e-11	120.52633645803094	122.25
4.423517227172852	2.990269490354969e-11	120.52749344668479	133.75
4.617636203765869	2.990269490354969e-11	120.52749344668479	137.25
4.825512409210205	2.989059000313432e-11	120.52717045633328	142.25
5.013124704360962	2.9890350611294636e-11	120.5271640687339	151.75
5.1455254554748535	2.9890350611294636e-11	120.5271640687339	151.75
