2024-03-08 19:38:22 - 2024-03-08 21:50:22

Timestamp	EXI0428_T(C)	EXI0428_I	EXI0428_P(C)	EXI0428_Mean(C)	EXI0428_Std.dev.(C)	EXI0428_Tamb	EXI0428_E	EXI0428_Cal	EXI0428_TF	EXI0428_OFF
0.000	101.310	1.09163e-13	FALSE	FALSE	FALSE	29.5941	0.26700	1.00000	1.0000	0.00000e+0
0.200	100.832	1.05672e-13	FALSE	FALSE	FALSE	29.5941	0.26700	1.00000	1.0000	0.00000e+0
0.400	100.000	5.42909e-14	FALSE	FALSE	FALSE	29.5939	0.26700	1.00000	1.0000	0.00000e+0
0.600	100.000	5.56958e-14	FALSE	FALSE	FALSE	29.5939	0.26700	1.00000	1.0000	0.00000e+0
0.800	100.000	7.52095e-14	FALSE	FALSE	FALSE	29.5936	0.26700	1.00000	1.0000	0.00000e+0
1.000	100.320	1.01929e-13	FALSE	FALSE	FALSE	29.5936	0.26700	1.00000	1.0000	0.00000e+0
1.200	100.000	9.45057e-14	FALSE	FALSE	FALSE	29.5936	0.26700	1.00000	1.0000	0.00000e+0
1.400	110.878	1.95791e-13	FALSE	FALSE	FALSE	29.5932	0.26700	1.00000	1.0000	0.00000e+0
1.600	100.000	5.33468e-14	FALSE	FALSE	FALSE	29.5932	0.26700	1.00000	1.0000	0.00000e+0
1.800	100.000	3.08027e-14	FALSE	FALSE	FALSE	29.5933	0.26700	1.00000	1.0000	0.00000e+0
2.000	100.000	5.03196e-14	FALSE	FALSE	FALSE	29.5933	0.26700	1.00000	1.0000	0.00000e+0
2.200	100.000	6.72928e-14	FALSE	FALSE	FALSE	29.5933	0.26700	1.00000	1.0000	0.00000e+0
2.400	107.105	1.56529e-13	FALSE	FALSE	FALSE	29.5931	0.26700	1.00000	1.0000	0.00000e+0
2.600	100.000	6.61214e-14	FALSE	FALSE	FALSE	29.5931	0.26700	1.00000	1.0000	0.00000e+0
2.800	106.936	1.54885e-13	FALSE	FALSE	FALSE	29.5928	0.26700	1.00000	1.0000	0.00000e+0
3.000	104.611	1.33284e-13	FALSE	FALSE	FALSE	29.5928	0.26700	1.00000	1.0000	0.00000e+0
3.200	103.019	1.21652e-13	FALSE	FALSE	FALSE	29.5926	0.26700	1.00000	1.0000	0.00000e+0
3.400	100.000	7.88891e-14	FALSE	FALSE	FALSE	29.5926	0.26700	1.00000	1.0000	0.00000e+0
3.600	100.000	8.63196e-14	FALSE	FALSE	FALSE	29.5926	0.26700	1.00000	1.0000	0.00000e+0
3.800	103.175	1.22790e-13	FALSE	FALSE	FALSE	29.5920	0.26700	1.00000	1.0000	0.00000e+0
4.000	100.821	1.05592e-13	FALSE	FALSE	FALSE	29.5920	0.26700	1.00000	1.0000	0.00000e+0
4.200	100.000	9.44419e-14	FALSE	FALSE	FALSE	29.5917	0.26700	1.00000	1.0000	0.00000e+0
4.400	100.000	6.74630e-14	FALSE	FALSE	FALSE	29.5917	0.26700	1.00000	1.0000	0.00000e+0
4.600	100.000	6.14291e-14	FALSE	FALSE	FALSE	29.5917	0.26700	1.00000	1.0000	0.00000e+0
4.800	102.252	1.16042e-13	FALSE	FALSE	FALSE	29.5915	0.26700	1.00000	1.0000	0.00000e+0
5.000	103.524	1.25338e-13	FALSE	FALSE	FALSE	29.5915	0.26700	1.00000	1.0000	0.00000e+0
5.200	100.000	9.62732e-14	FALSE	FALSE	FALSE	29.5914	0.26700	1.00000	1.0000	0.00000e+0
5.400	102.377	1.16957e-13	FALSE	FALSE	FALSE	29.5914	0.26700	1.00000	1.0000	0.00000e+0
5.600	101.614	1.11384e-13	FALSE	FALSE	FALSE	29.5910	0.26700	1.00000	1.0000	0.00000e+0
5.800	100.000	8.06894e-14	FALSE	FALSE	FALSE	29.5910	0.26700	1.00000	1.0000	0.00000e+0
6.000	100.000	8.44089e-14	FALSE	FALSE	FALSE	29.5910	0.26700	1.00000	1.0000	0.00000e+0
6.200	100.000	8.76442e-14	FALSE	FALSE	FALSE	29.5906	0.26700	1.00000	1.0000	0.00000e+0
6.400	100.000	6.76640e-14	FALSE	FALSE	FALSE	29.5906	0.26700	1.00000	1.0000	0.00000e+0
6.600	100.434	1.02763e-13	FALSE	FALSE	FALSE	29.5903	0.26700	1.00000	1.0000	0.00000e+0
6.800	101.927	1.13673e-13	FALSE	FALSE	FALSE	29.5903	0.26700	1.00000	1.0000	0.00000e+0
7.000	100.000	9.92633e-14	FALSE	FALSE	FALSE	29.5903	0.26700	1.00000	1.0000	0.00000e+0
7.200	102.338	1.16677e-13	FALSE	FALSE	FALSE	29.5899	0.26700	1.00000	1.0000	0.00000e+0
7.400	100.000	4.46235e-14	FALSE	FALSE	FALSE	29.5899	0.26700	1.00000	1.0000	0.00000e+0
7.600	100.000	5.74004e-14	FALSE	FALSE	FALSE	29.5897	0.26700	1.00000	1.0000	0.00000e+0
7.800	100.000	7.92534e-14	FALSE	FALSE	FALSE	29.5897	0.26700	1.00000	1.0000	0.00000e+0
8.000	104.214	1.30382e-13	FALSE	FALSE	FALSE	29.5897	0.26700	1.00000	1.0000	0.00000e+0
8.200	101.479	1.10397e-13	FALSE	FALSE	FALSE	29.5897	0.26700	1.00000	1.0000	0.00000e+0
8.400	100.000	9.31953e-14	FALSE	FALSE	FALSE	29.5897	0.26700	1.00000	1.0000	0.00000e+0
8.600	100.364	1.02248e-13	FALSE	FALSE	FALSE	29.5894	0.26700	1.00000	1.0000	0.00000e+0
8.800	109.081	1.75681e-13	FALSE	FALSE	FALSE	29.5894	0.26700	1.00000	1.0000	0.00000e+0
9.000	105.749	1.43384e-13	FALSE	FALSE	FALSE	29.5891	0.26700	1.00000	1.0000	0.00000e+0
9.200	100.000	9.29446e-14	FALSE	FALSE	FALSE	29.5891	0.26700	1.00000	1.0000	0.00000e+0
9.400	102.335	1.16653e-13	FALSE	FALSE	FALSE	29.5891	0.26700	1.00000	1.0000	0.00000e+0
9.600	105.052	1.36631e-13	FALSE	FALSE	FALSE	29.5888	0.26700	1.00000	1.0000	0.00000e+0
9.800	100.000	9.92014e-14	FALSE	FALSE	FALSE	29.5888	0.26700	1.00000	1.0000	0.00000e+0
10.000	100.000	7.61736e-14	FALSE	FALSE	FALSE	29.5883	0.26700	1.00000	1.0000	0.00000e+0
10.200	100.644	1.04299e-13	FALSE	FALSE	FALSE	29.5883	0.26700	1.00000	1.0000	0.00000e+0
10.400	105.889	1.44736e-13	FALSE	FALSE	FALSE	29.5880	0.26700	1.00000	1.0000	0.00000e+0
10.600	100.453	1.02905e-13	FALSE	FALSE	FALSE	29.5880	0.26700	1.00000	1.0000	0.00000e+0
10.800	104.143	1.29864e-13	FALSE	FALSE	FALSE	29.5880	0.26700	1.00000	1.0000	0.00000e+0
11.000	100.000	4.91902e-14	FALSE	FALSE	FALSE	29.5878	0.26700	1.00000	1.0000	0.00000e+0
11.200	100.000	7.38359e-14	FALSE	FALSE	FALSE	29.5878	0.26700	1.00000	1.0000	0.00000e+0
11.400	100.484	1.03129e-13	FALSE	FALSE	FALSE	29.5874	0.26700	1.00000	1.0000	0.00000e+0
11.600	104.044	1.29136e-13	FALSE	FALSE	FALSE	29.5874	0.26700	1.00000	1.0000	0.00000e+0
11.800	100.417	1.02637e-13	FALSE	FALSE	FALSE	29.5874	0.26700	1.00000	1.0000	0.00000e+0
12.000	104.362	1.31464e-13	FALSE	FALSE	FALSE	29.5872	0.26700	1.00000	1.0000	0.00000e+0
12.200	100.000	8.35762e-14	FALSE	FALSE	FALSE	29.5872	0.26700	1.00000	1.0000	0.00000e+0
