Time(s)	Photodiode_Current(A)	Fit_Temperature(C)	Sputter_Gun_Temperature(C)
0.000997781753540039	9.587354171734612e-17	119.72662705273108	23.75
0.0608367919921875	1e-17	119.72662473608828	23.75
0.2044539451599121	1e-17	119.72662473608828	23.75
0.40491652488708496	1e-17	119.72662473608828	23.75
0.5136258602142334	1e-17	119.72662473608828	23.5
0.6672167778015137	1e-17	119.72662473608828	23.5
0.8048477172851562	1e-17	119.72662473608828	23.5
0.9933435916900635	1e-17	119.72662473608828	23.5
1.0731315612792969	1e-17	119.72662473608828	23.5
1.2047791481018066	5.146233374338227e-16	119.7266383495016	23.5
1.404245138168335	1e-17	119.72662473608828	23.75
1.47804856300354	1e-17	119.72662473608828	23.75
1.6047098636627197	1e-17	119.72662473608828	23.75
1.804175853729248	1e-17	119.72662473608828	23.75
1.9537763595581055	1e-17	119.72662473608828	23.75
2.0844268798828125	7.843724144317426e-15	119.72683606940681	23.75
2.2051045894622803	1e-17	119.72662473608828	23.75
2.404571294784546	1e-17	119.72662473608828	23.25
2.4893455505371094	1e-17	119.72662473608828	23.25
2.6050353050231934	1e-17	119.72662473608828	23.25
2.804502010345459	1e-17	119.72662473608828	23.75
2.9142091274261475	1e-17	119.72662473608828	23.75
3.0049660205841064	1e-17	119.72662473608828	23.75
3.204432964324951	2.694403334886457e-15	119.7266971542453	23.75
3.3939266204833984	2.694403334886457e-15	119.7266971542453	24.0
3.500640869140625	1e-17	119.72662473608828	24.0
3.6043636798858643	4.639377858426318e-16	119.72663698213843	24.0
3.804827928543091	1e-17	119.72662473608828	23.5
3.9065563678741455	1e-17	119.72662473608828	23.5
4.009281635284424	1e-17	119.72662473608828	23.5
4.204758882522583	1e-17	119.72662473608828	23.75
4.354358911514282	1e-17	119.72662473608828	23.75
4.414199352264404	1e-17	119.72662473608828	23.75
4.604690074920654	1e-17	119.72662473608828	23.75
4.805154323577881	1e-17	119.72662473608828	23.5
4.922839403152466	1e-17	119.72662473608828	23.5
5.020578861236572	3.643186961962627e-14	119.7276073025448	23.5
5.205085039138794	1e-17	119.72662473608828	23.5
5.323768377304077	1e-17	119.72662473608828	23.5
5.426493406295776	1e-17	119.72662473608828	23.5
5.605015993118286	1e-17	119.72662473608828	24.0
5.794509172439575	1e-17	119.72662473608828	23.75
5.9341371059417725	4.437063509579037e-15	119.72674416664336	23.75
6.031875133514404	1e-17	119.72662473608828	23.75
6.204413890838623	1e-17	119.72662473608828	23.75
6.339054107666016	1e-17	119.72662473608828	23.75
6.437790632247925	1e-17	119.72662473608828	23.75
6.604346036911011	1e-17	119.72662473608828	24.0
6.7539451122283936	1e-17	119.72662473608828	24.0
