Time(s)	Photodiode_Current(A)	Fit_Temperature(C)	Sputter_Gun_Temperature(C)
0.000997781753540039	9.587354171734612e-17	119.72662705273108	0.0
0.05983996391296387	6.340728723325251e-13	119.74373008834445	0.0
0.20545077323913574	7.089897245682319e-13	119.74575114840543	0.0
0.36302971839904785	7.089897245682319e-13	119.74575114840543	0.0
0.4059147834777832	6.397323534627908e-13	119.74388276629257	0.0
0.6053812503814697	6.748176236553993e-13	119.74482927480432	0.0
0.754981279373169	6.748176236553993e-13	119.74482927480432	0.0
0.8666830062866211	6.600774614395899e-13	119.74443162391192	0.0
1.0063107013702393	6.999056824559535e-13	119.74550608478947	0.0
1.2057771682739258	6.501174923921604e-13	119.74416293008605	0.0
1.2346994876861572	6.501174923921604e-13	119.74416293008605	0.0
1.4062435626983643	6.46744973114427e-13	119.7440719483668	0.0
1.6057078838348389	6.946125532397707e-13	119.74536329005454	0.0
1.7144169807434082	6.946125532397707e-13	119.74536329005454	0.0
1.8061714172363281	6.400193959879563e-13	119.74389050994658	0.0
2.0056381225585938	6.630192814043034e-13	119.74451098649403	0.0
2.195131540298462	6.630192814043034e-13	119.74451098649403	0.0
2.2719266414642334	6.176611956273947e-13	119.74328734437788	0.0
2.405569314956665	6.164794152593855e-13	119.74325546304502	0.0
2.6060330867767334	6.264278917637867e-13	119.74352384683226	0.0
2.674849510192871	6.264278917637867e-13	119.74352384683226	0.0
2.805500030517578	6.768042072960445e-13	119.74488286761733	0.0
3.005964517593384	6.367483038234589e-13	119.74380226446466	0.0
3.1545677185058594	6.367483038234589e-13	119.74380226446466	0.0
3.2054312229156494	6.442298409146952e-13	119.74400409670078	0.0
3.405895233154297	6.537077736762376e-13	119.74425978645273	0.0
3.6053619384765625	6.439914790670742e-13	119.7439976663237	0.0
3.680162191390991	6.439914790670742e-13	119.7439976663237	0.0
3.80582594871521	6.521649539847907e-13	119.74421816522644	0.0
4.006290674209595	6.559605831603366e-13	119.74432056134032	0.0
4.115000247955322	6.559605831603366e-13	119.74432056134032	0.0
4.205757141113281	6.373390313771377e-13	119.74381820074375	0.0
4.406221151351929	6.162425170846975e-13	119.74324907215399	0.0
4.594717025756836	6.162425170846975e-13	119.74324907215399	0.0
4.605688095092773	7.080491249734921e-13	119.74572577349687	0.0
4.806152105331421	7.355312105911116e-13	119.74646716804264	0.0
5.0056188106536865	6.665821323734167e-13	119.74460710286282	0.0
5.089394807815552	6.665821323734167e-13	119.74460710286282	0.0
5.206082820892334	6.32312941156038e-13	119.74368261002009	0.0
5.405549764633179	6.164374024252017e-13	119.74325432964902	0.0
5.555149793624878	6.164374024252017e-13	119.74325432964902	0.0
5.6917853355407715	7.409003965896943e-13	119.74661201458996	0.0
5.80548095703125	5.987571007580461e-13	119.74277736151035	0.0
6.005944728851318	6.887883275893958e-13	119.74520616773164	0.0
6.034867763519287	6.887883275893958e-13	119.74520616773164	0.0
6.206411123275757	6.753672057366322e-13	119.74484410108654	0.0
6.4058756828308105	6.232449452359123e-13	119.74343797928829	0.0
6.515583038330078	6.232449452359123e-13	119.74343797928829	0.0
6.605342388153076	6.792429032426162e-13	119.74494865723385	0.0
6.805806636810303	6.252269210173245e-13	119.74349144779336	0.0
6.995300531387329	6.252269210173245e-13	119.74349144779336	0.0
7.100020408630371	6.783602542539957e-13	119.74492484568056	0.0
7.205737829208374	6.373785505463248e-13	119.74381926686722	0.0
7.4062018394470215	6.982643629971363e-13	119.74546180629795	0.0
7.475017786026001	6.982643629971363e-13	119.74546180629795	0.0
7.605668306350708	6.654065319577906e-13	119.74457538824885	0.0
7.806132793426514	7.089857130201938e-13	119.74575104018439	0.0
7.955732822418213	7.089857130201938e-13	119.74575104018439	0.0
8.0055992603302	6.687834422543226e-13	119.74466648842626	0.0
8.206063747406006	6.339569711202864e-13	119.74372696163393	0.0
8.405530214309692	6.832377003572476e-13	119.74505642637602	0.0
8.50925326347351	6.832377003572476e-13	119.74505642637602	0.0
8.605994462966919	6.754723191372547e-13	119.74484693677023	0.0
8.805461168289185	6.240711072913463e-13	119.74346026697235	0.0
8.915168046951294	6.240711072913463e-13	119.74346026697235	0.0
9.012907028198242	6.508997984697174e-13	119.74418403465093	0.0
9.205392360687256	6.779130750679541e-13	119.7449127819597	0.0
9.395883560180664	6.779130750679541e-13	119.7449127819597	0.0
9.405856609344482	7.030708480681991e-13	119.745591472651	0.0
9.60532283782959	5.96233349151043e-13	119.74270927731534	0.0
9.805787086486816	6.90997823196704e-13	119.7452657741245	0.0
9.91848635673523	6.90997823196704e-13	119.7452657741245	0.0
10.006251573562622	6.597763784962907e-13	119.74442350148428	0.0
10.205718278884888	6.950689481442784e-13	119.74537560239129	0.0
10.355318784713745	6.950689481442784e-13	119.74537560239129	0.0
10.418150901794434	6.655116453584131e-13	119.74457822393255	0.0
10.6056489944458	6.669451232607648e-13	119.74461689540432	0.0
10.806113243103027	6.183811600800337e-13	119.74330676712933	0.0
10.836034059524536	6.183811600800337e-13	119.74330676712933	0.0
11.005580186843872	6.757435865208106e-13	119.74485425485233	0.0
11.20604419708252	6.477915534715273e-13	119.74410018235818	0.0
11.32273244857788	6.477915534715273e-13	119.74410018235818	0.0
11.405510902404785	6.608580870037795e-13	119.74445268314096	0.0
11.60597538948059	7.124875776171047e-13	119.7458455113009	0.0
11.79546856880188	7.124875776171047e-13	119.7458455113009	0.0
11.92911148071289	6.767661517997903e-13	119.74488184097991	0.0
12.005905866622925	6.746367787330287e-13	119.74482439608292	0.0
12.20537257194519	6.715576445631699e-13	119.74474132912393	0.0
12.276183843612671	6.715576445631699e-13	119.74474132912393	0.0
12.428776741027832	6.692254172699363e-13	119.74467841175226	0.0
12.605303525924683	6.689933437949158e-13	119.74467215101896	0.0
12.755901098251343	6.689933437949158e-13	119.74467215101896	0.0
12.80576777458191	6.633543540857101e-13	119.74452002587562	0.0
13.006232023239136	6.216607632315851e-13	119.74339524221534	0.0
13.205698490142822	6.976940184443003e-13	119.74544641989874	0.0
13.334355115890503	6.976940184443003e-13	119.74544641989874	0.0
13.406162977218628	6.636396618873996e-13	119.74452772273135	0.0
13.605629682540894	6.77140743650384e-13	119.74489194648497	0.0
13.716334104537964	6.77140743650384e-13	119.74489194648497	0.0
13.838008880615234	6.532530592850971e-13	119.7442475194518	0.0
14.005560636520386	6.615463385428733e-13	119.74447125036124	0.0
14.196051359176636	6.615463385428733e-13	119.74447125036124	0.0
14.206024646759033	6.034916490149644e-13	119.74290508719695	0.0
14.405491352081299	6.042692930231797e-13	119.74292606599143	0.0
14.605955600738525	6.691651356291461e-13	119.7446767855118	0.0
14.743588209152222	6.691651356291461e-13	119.7446767855118	0.0
14.805422306060791	6.611495747578522e-13	119.74446054671559	0.0
15.005886316299438	6.782021775772473e-13	119.74492058118668	0.0
15.156484603881836	6.782021775772473e-13	119.74492058118668	0.0
15.247241973876953	6.493458657060025e-13	119.74414211362311	0.0
15.40581727027893	6.924476725518602e-13	119.74530488725512	0.0
15.606281757354736	6.232972037806261e-13	119.74343938908667	0.0
15.636204481124878	6.232972037806261e-13	119.74343938908667	0.0
15.805748462677002	6.673854719731198e-13	119.74462877485692	0.0
16.00621271133423	6.841927198408815e-13	119.74508219029532	0.0
16.15182399749756	6.841927198408815e-13	119.74508219029532	0.0
16.20568013191223	6.650451131635926e-13	119.7445656381183	0.0
16.40614604949951	6.603065533586361e-13	119.74443780421068	0.0
16.59663462638855	6.603065533586361e-13	119.74443780421068	0.0
16.65547823905945	6.243003076306097e-13	119.743466450196	0.0
16.806074380874634	6.525178075818261e-13	119.74422768429045	0.0
17.005541801452637	6.603427115010885e-13	119.74443877966246	0.0
17.07635188102722	6.603427115010885e-13	119.74443877966246	0.0
17.206006050109863	6.563415175936393e-13	119.74433083795161	0.0
17.40547227859497	6.201107878057999e-13	119.74335342794612	0.0
17.56105661392212	6.201107878057999e-13	119.74335342794612	0.0
17.605937004089355	6.86915530966753e-13	119.74515564459374	0.0
17.805402994155884	6.961530961066553e-13	119.74540484985808	0.0
18.00586748123169	6.693950406998217e-13	119.74468298774724	0.0
18.06471037864685	6.693950406998217e-13	119.74468298774724	0.0
18.205333948135376	6.301197627914257e-13	119.74362344382361	0.0
18.40579843521118	6.485878457571093e-13	119.74412166423424	0.0
18.516502380371094	6.485878457571093e-13	119.74412166423424	0.0
18.667099952697754	6.988122103548933e-13	119.7454765857819	0.0
18.805729150772095	6.836543592521338e-13	119.74506766673952	0.0
18.997217416763306	6.836543592521338e-13	119.74506766673952	0.0
19.006193161010742	6.05023409844252e-13	119.74294641008414	0.0
19.205661058425903	6.699471706561599e-13	119.74469788276446	0.0
19.406123876571655	6.384534285801269e-13	119.74384826425565	0.0
19.476935863494873	6.384534285801269e-13	119.74384826425565	0.0
19.605592489242554	6.56228164256506e-13	119.74432777997605	0.0
19.8060564994812	6.389472284595854e-13	119.74386158568046	0.0
19.956652402877808	6.389472284595854e-13	119.74386158568046	0.0
20.07533597946167	6.635995464070177e-13	119.74452664052096	0.0
20.205987691879272	6.226261910560749e-13	119.74342128692437	0.0
20.40545344352722	6.939090686601534e-13	119.74534431188681	0.0
20.43736743927002	6.939090686601534e-13	119.74534431188681	0.0
20.60591745376587	6.57473316241497e-13	119.74436137090882	0.0
20.805383682250977	6.569957793946257e-13	119.74434848821794	0.0
20.91708517074585	6.569957793946257e-13	119.74434848821794	0.0
21.00584840774536	6.807019683162385e-13	119.74498801898035	0.0
21.206312656402588	5.968584459135895e-13	119.74272614078549	0.0
21.390348196029663	5.968584459135895e-13	119.74272614078549	0.0
21.4811589717865	6.676645998224262e-13	119.74463630499375	0.0
21.606229305267334	6.665139360567673e-13	119.74460526310517	0.0
21.79833483695984	7.19550395829327e-13	119.74603604760054	0.0
21.873530864715576	7.19550395829327e-13	119.74603604760054	0.0
22.003004789352417	6.475909218595088e-13	119.74409476984383	0.0
