2024-03-12 18:38:09 - 2024-03-12 18:38:14

Timestamp	EXI0428_T(C)	EXI0428_I	EXI0428_P(C)	EXI0428_Mean(C)	EXI0428_Std.dev.(C)	EXI0428_Tamb	EXI0428_E	EXI0428_Cal	EXI0428_TF	EXI0428_OFF
0.000	100.000	4.40752e-15	FALSE	FALSE	FALSE	27.5930	0.03000	1.00000	1.0000	0.00000e+0
0.200	100.000	7.58258e-15	FALSE	FALSE	FALSE	27.5952	0.03000	1.00000	1.0000	0.00000e+0
0.400	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.5952	0.03000	1.00000	1.0000	0.00000e+0
0.600	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.5974	0.03000	1.00000	1.0000	0.00000e+0
0.800	127.087	6.11189e-14	FALSE	FALSE	FALSE	27.5974	0.03271	1.00000	1.0000	0.00000e+0
1.000	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.5996	0.03000	1.00000	1.0000	0.00000e+0
1.200	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.5996	0.03000	1.00000	1.0000	0.00000e+0
1.400	100.000	9.16188e-15	FALSE	FALSE	FALSE	27.5996	0.03000	1.00000	1.0000	0.00000e+0
1.600	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6016	0.03000	1.00000	1.0000	0.00000e+0
1.800	111.042	2.30719e-14	FALSE	FALSE	FALSE	27.6016	0.03110	1.00000	1.0000	0.00000e+0
2.000	100.000	1.11846e-15	FALSE	FALSE	FALSE	27.6035	0.03000	1.00000	1.0000	0.00000e+0
2.200	120.978	4.24649e-14	FALSE	FALSE	FALSE	27.6035	0.03210	1.00000	1.0000	0.00000e+0
2.400	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6035	0.03000	1.00000	1.0000	0.00000e+0
2.600	109.465	2.08021e-14	FALSE	FALSE	FALSE	27.6050	0.03095	1.00000	1.0000	0.00000e+0
2.800	111.567	2.38992e-14	FALSE	FALSE	FALSE	27.6050	0.03116	1.00000	1.0000	0.00000e+0
3.000	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6066	0.03000	1.00000	1.0000	0.00000e+0
3.200	114.486	2.84957e-14	FALSE	FALSE	FALSE	27.6066	0.03145	1.00000	1.0000	0.00000e+0
3.400	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6082	0.03000	1.00000	1.0000	0.00000e+0
3.600	100.000	1.06491e-14	FALSE	FALSE	FALSE	27.6082	0.03000	1.00000	1.0000	0.00000e+0
3.800	101.299	1.23228e-14	FALSE	FALSE	FALSE	27.6082	0.03013	1.00000	1.0000	0.00000e+0
4.000	107.372	1.83398e-14	FALSE	FALSE	FALSE	27.6097	0.03074	1.00000	1.0000	0.00000e+0
4.200	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6097	0.03000	1.00000	1.0000	0.00000e+0
4.400	100.000	6.88287e-15	FALSE	FALSE	FALSE	27.6113	0.03000	1.00000	1.0000	0.00000e+0
4.600	100.000	1.00000e-17	FALSE	FALSE	FALSE	27.6113	0.03000	1.00000	1.0000	0.00000e+0
4.800	127.546	6.27793e-14	FALSE	FALSE	FALSE	27.6113	0.03275	1.00000	1.0000	0.00000e+0
